Category,Initiative Name,Initiative Description,Severity,Control ID,DevOps Control Name,Control Description,Recommendation,Code
Project,ADO Secure Projects - Service Connections,Secure your projects' services connections by configuring the permissions and securing your connections.,High,DOS2450,Do not use Azure Classic service connections to access an Azure subscription,You should use the Azure Resource Manager service connection scoped to a resource group in your subscription. Delete the Azure Classic service connection and create a new ARM service connection to replace it.  Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scope-service-connections https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints,1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select the Azure Classic service connection.  4. Click on the three dots button (top right).  5. Click on Delete.  6. Create a new service connection of type 'Azure Resource Manager'.,ADO_PROJECT_SERVICECONNECTION_DONT_USE_AZURECLASSIC_CONNECTIONS
Project,ADO Secure Projects - Service Connections,Secure your projects' services connections by configuring the permissions and securing your connections.,High,DOS2470,Inactive service connection should be reviewed and must be removed if not used,Review inactive service connections and remove them if not required anymore. Inactive services connections must be removed to reduce the attack surface for a malicious user.  Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources,1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on the Usage history tab and review last run date.  5. Click on the three dots button (top right).  6. Click on Delete.,ADO_PROJECT_SERVICECONNECTION_REVIEW_INACTIVE_SERVICECONNECTIONS
Project,ADO Secure Projects - Service Connections,Secure your projects' services connections by configuring the permissions and securing your connections.,High,DOS2400,Security Roles - Restrict global group access permissions on service connection,"The global groups (Administrators, Service Accounts, Contributors, Creators, Readers, Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions  https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-service-connection-permissions","1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on the three dots button.  5. Click Security.  6. Under 'User permissions' section, review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_SERVICECONNECTION_RESTRICT_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Service Connections,Secure your projects' services connections by configuring the permissions and securing your connections.,Low,DOS2475,Pipelines - Service connection should have a description,Make sure to provide a description for your pipeline service connection. Adding a description will help users understand its purpose and when to use it. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints,1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on Edit button.  5. Enter a Description.  6. Click on 'Save'.,ADO_PROJECT_SERVICECONNECTION_SHOULD_HAVE_DESCRIPTION
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,Critical,DOS2165,Pipeline Settings - Disable building pull requests from forked repositories,"Limit building pull requests from forked GitHub repositories. Disable building pull requests from forked repositories. With this enabled, No pipeline will build pull requests from forked repositories. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/repos/github#contributions-from-forks","1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Under the 'Triggers' section, turn 'On' the setting 'Limit building pull requests from forked GitHub repositories'.  4. Turn 'On' the setting 'Disable building pull requests from forked repositories'.",ADO_PROJECT_PIPELINE_SETTINGS_DISABLE_BUILDING_PULL_REQUESTS_FROM_FORKED_REPOSITORIES
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,Critical,DOS2210,Pipeline Settings - Enforce access to repositories in YAML pipelines.,"Protect access to repositories in YAML pipelines. Restricts the scope of access for all pipelines to only repositories explicitly referenced by the pipeline. Apply checks and approvals when accessing repositories from YAML pipelines. Also, generate a job access token that is scoped to repositories that are explicitly referenced in the YAML pipeline. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/secure-access-to-repos",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Protect access to repositories in YAML pipelines'.,ADO_PROJECT_PIPELINE_SETTINGS_LIMIT_PIPELINE_SCOPE_TO_REFERENCED_REPOS
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,Critical,DOS2200,Pipeline Settings - Enforce job authorization scope to current project for non-release pipelines,"Limit job authorization scope to current project for non-release pipelines. If enabled, scope of access for all pipelines reduces to the current project. Non-Release Pipelines can run with collection scoped access tokens unless this option is enabled. With this option enabled, you can reduce the scope of access for all non-release pipelines to the current project. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/secure-access-to-repos https://learn.microsoft.com/en-us/azure/devops/pipelines/process/access-tokens#job-authorization-scope",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Limit job authorization scope to current project for non-release pipelines'.,ADO_PROJECT_PIPELINE_SETTINGS_LIMIT_NON_RELEASE_PIPELINE_SCOPE
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,Critical,DOS2220,Pipeline Settings - Enforce job authorization scope to current project for release pipelines,"Limit job authorization scope to current project for release pipelines. Release pipelines can run with collection scoped access tokens unless this option is enabled. With this option enabled, you can reduce the scope of access for all release pipelines to the current project. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/secure-access-to-repos",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Limit job authorization scope to current project for release pipelines'.,ADO_PROJECT_PIPELINE_SETTINGS_LIMIT_RELEASE_PIPELINE_SCOPE
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,High,DOS2195,Pipeline Settings - Enable shell tasks arguments validation,"Enable shell tasks args sanitizing. When this is enabled, argument parameters for built-in shell tasks are validated to prevent additional shell commands from being executed. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/inputs#shellTasksValidation",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Enable shell tasks arguments validation'.,ADO_PROJECT_PIPELINE_SETTINGS_ENABLE_SHELL_TASKS_ARGUMENTS_VALIDATION
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,High,DOS2230,Pipeline Settings - Limit variables that can be set at queue time,"Enforce settable variables. If enabled, only those variables that are explicitly marked as 'Settable at queue time' can be set at queue time. You can set any variables at queue time unless this option is enabled. With this option enabled, only those variables that are explicitly marked as 'Settable at queue time' can be set.  Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/inputs https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Limit variables that can be set at queue time'.,ADO_PROJECT_PIPELINE_SETTINGS_LIMIT_SETTABLE_VARIABLES_AT_QUEUE_TIME
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,Medium,DOS2170,Pipeline Settings - Disable creation of classic build pipelines,"Enable the setting 'Disable creation of classic build pipelines'. When this is enabled, no classic build pipelines can be created / imported. Existing ones will continue to work. Learn more: https://devblogs.microsoft.com/devops/disable-creation-of-classic-pipelines",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Disable creation of classic build pipelines'.,ADO_PROJECT_PIPELINE_SETTINGS_DISABLE_CREATION_OF_CLASSIC_BUILD_PIPELINES
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,Medium,DOS2180,Pipeline Settings - Disable creation of classic release pipelines,"Enable the setting 'Disable creation of classic release pipelines'. When this is enabled, no classic release pipelines, task groups, and deployment groups can be created / imported. Existing ones will continue to work. Learn more: https://devblogs.microsoft.com/devops/disable-creation-of-classic-pipelines",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Disable creation of classic release pipelines'.,ADO_PROJECT_PIPELINE_SETTINGS_DISABLE_CREATION_OF_CLASSIC_RELEASE_PIPELINES
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,Low,DOS2160,Pipeline Settings - Disable anonymous access to badges,Status badges are private. Anonymous users can access the status badge API for all pipelines unless this option is enabled. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/create-first-pipeline?#add-a-status-badge-to-your-repository,1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Disable anonymous access to badges'.,ADO_PROJECT_PIPELINE_SETTINGS_DISABLE_ANONYMOUS_ACCESS_TO_BADGES
Project,ADO Secure Projects Pipeline Settings - General,Secure projects' pipelines by managing the general pipeline settings.,Low,DOS2190,Pipeline Settings - Disable implied YAML CI trigger to prevent unintended pipeline runs,Prevent unintended pipeline runs. Enable the setting 'Disable implied YAML CI trigger'. Trigger a pipeline only for code changes that match its trigger section. Do not trigger the pipeline if the trigger section is missing. Learn more: https://learn.microsoft.com/en-us/azure/devops/release-notes/2023/sprint-227-update#prevent-unintended-pipeline-runs https://learn.microsoft.com/en-us/azure/devops/pipelines/yaml-schema/trigger,1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Disable implied YAML CI trigger'.,ADO_PROJECT_PIPELINE_SETTINGS_DISABLE_IMPLIED_YAML_CI_TRIGGER
Project,ADO Secure Projects Pipeline Settings - Retention Policies,"Retention policies let you set how long to keep artifacts, symbols, attachments, runs, pull request runs and number of recent runs to retain per pipeline. Learn more about run retention: https://docs.microsoft.com/en-us/azure/devops/pipelines/policies/retention",Low,DOS2240,Pipeline Retention Policy - Days to keep Artifacts (>= 30),"Retention policy - Days to keep artifacts, symbols and attachments (>= 30). Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/retention","1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Set the number of days to keep artifacts, symbols, and attachments.",ADO_PROJECT_PIPELINE_SETTINGS_RETENTION_POLICY_ARTIFACTS
Project,ADO Secure Projects Pipeline Settings - Retention Policies,"Retention policies let you set how long to keep artifacts, symbols, attachments, runs, pull request runs and number of recent runs to retain per pipeline. Learn more about run retention: https://docs.microsoft.com/en-us/azure/devops/pipelines/policies/retention",Low,DOS2250,Pipeline Retention Policy - Days to keep Pull Request Runs (>= 10),"Retention policy - Days to keep pull request runs (>= 10). Runs represent one execution of a pipeline. During a run, the pipeline is processed, and agents process one or more jobs. A pipeline run includes jobs, steps, and tasks. Runs power both continuous integration (CI) and continuous delivery (CD) pipelines. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/retention",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Set the number of days to keep pull request runs.,ADO_PROJECT_PIPELINE_SETTINGS_RETENTION_POLICY_PR_RUNS
Project,ADO Secure Projects Pipeline Settings - Retention Policies,"Retention policies let you set how long to keep artifacts, symbols, attachments, runs, pull request runs and number of recent runs to retain per pipeline. Learn more about run retention: https://docs.microsoft.com/en-us/azure/devops/pipelines/policies/retention",Low,DOS2270,Pipeline Retention Policy - Days to keep Runs (>= 30),"Retention policy - Days to keep runs (>= 30). Runs represent one execution of a pipeline. During a run, the pipeline is processed, and agents process one or more jobs. A pipeline run includes jobs, steps, and tasks. Runs power both continuous integration (CI) and continuous delivery (CD) pipelines. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/retention",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Set the number of days to keep runs.,ADO_PROJECT_PIPELINE_SETTINGS_RETENTION_POLICY_RUNS
Project,ADO Secure Projects Pipeline Settings - Retention Policies,"Retention policies let you set how long to keep artifacts, symbols, attachments, runs, pull request runs and number of recent runs to retain per pipeline. Learn more about run retention: https://docs.microsoft.com/en-us/azure/devops/pipelines/policies/retention",Low,DOS2260,Pipeline Retention Policy - Number of recent runs to retain per pipeline (>= 3),Retention policy - Number of recent runs to retain per pipeline (>= 3). This many runs will also be retained per protected branch and default pipeline branch. (Azure Repos only). Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/retention,1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Set the number of recent runs to keep for each pipeline.,ADO_PROJECT_PIPELINE_SETTINGS_RETENTION_POLICY_RECENT_RUNS_TO_RETAIN_PER_PIPELINE
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,Critical,DOS3160,Branch Policies - Security Permissions - Do not allow bypassing policies,Protect important branches in this repository. This policy will ensure that no user has permissions to bypass policies. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices?view=azure-devops#secure-azure-repos https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-permissions,"1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Security tab.  5. On the page 'User permissions', ensure the 'Bypass policies when completing pull requests' and 'Bypass policies when pushing' user permisions are 'Not set' or 'Deny'.  6. Under the section 'Git refs permissions', select 'All Branches'.  7. For all important branches of this repository, ensure the branch security does not set or allow any bypass policies.",ADO_PROJECT_REPOSITORY_SECURITYPERMISSIONS_DONT_ALLOW_BYPASS_POLICIES
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,Critical,DOS3410,Pipeline - Enforce job authorization scope to only current project,"Secure access to repos from pipelines. Limit job authorization scope to current project for your pipeline. You can set the job authorization scope to be collection or project. Important: If the scope is not restricted at either the organization level or project level, then every job in your YAML pipeline gets a collection scoped job access token. In other words, your pipeline has access to any repository in any project of your organization. If an adversary is able to gain access to a single pipeline in a single project, they will be able to gain access to any repository in your organization. This is why, it is recommended that you restrict the scope at the highest level (organization settings) in order to contain the attack to a single project. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/process/access-tokens#job-authorization-scope https://learn.microsoft.com/en-us/azure/devops/pipelines/security/secure-access-to-repos",1. Navigate to Project Settings.  2. Open the Settings link under Pipelines.  3. Turn 'On' the setting 'Limit job authorization scope to current project for non-release pipelines'.,ADO_PROJECT_REPOSITORY_PIPELINE_JOBAUTHORIZATIONSCOPE_PROJECT
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3020,Branch Policies - Automatically include code reviewers,"Enable the 'Automatically included reviewers' branch policy, so that you can automatically add reviewers to pull requests that change files in specific directories and files, or to all pull requests in a repo. This policy will ensure that required reviewers are added for modified files matching specified patterns. Designate code reviewers to automatically include when pull requests change certain areas of code. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-policies#automatically-include-code-reviewers https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Branch Policies' section, click on a branch from the list.  6. With the branch selected, under 'Automatically included reviewers' section, click on '+' button to add a new reviewer policy.  7. Ensure at least one policy is enabled.",ADO_PROJECT_REPOSITORY_BRANCHPOLICY_AUTOMATICALLY_INCLUDE_CODE_REVIEWERS
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3030,Branch Policies - Check for comment resolution,"Enable the 'Check for comment resolution' branch policy, so that you require all PR comments to be resolved when pull requests are completed. This policy checks to see that all comments have been resolved on pull requests. Block pull requests from being completed while any comments are active. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-policies#check-for-comment-resolution https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Branch Policies' section, click on a branch from the list.  6. With the branch selected, under 'Branch Policies' section, turn 'On' the policy 'Check for comment resolution'.  7. Configure the policy to be 'Required'.",ADO_PROJECT_REPOSITORY_BRANCHPOLICY_CHECK_FOR_COMMENT_RESOLUTION
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3040,Branch Policies - Check for linked work items,"Enable the 'Check for linked work items' branch policy, so that you require associations between PRs and work items when pull requests are completed. This policy will ensure work item management tracking by requiring associations between PRs and work items. Block pull requests from being completed unless they have at least one linked work item. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-policies#check-for-linked-work-items https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Branch Policies' section, click on a branch from the list.  6. With the branch selected, under 'Branch Policies' section, turn 'On' the policy 'Check for linked work items'.  7. Configure the policy to be 'Required'.",ADO_PROJECT_REPOSITORY_BRANCHPOLICY_CHECK_FOR_LINKED_WORK_ITEMS
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3050,Branch Policies - Limit merge types,"Enable the 'Limit merge types' branch policy, so that you control the branch history by limiting the available types of merge when pull requests are completed. This policy will ensure consistent branch history by enforcing a merge strategy for pull request completion. Defaults to 'Basic merge (no fast-forward)' - Preserves history exactly as it happened during development. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-policies#limit-merge-types https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Branch Policies' section, click on a branch from the list.  6. With the branch selected, under 'Branch Policies' section, turn 'On' the policy 'Limit merge types'.  7. Configure the policy to match your standards and update the policy definition.",ADO_PROJECT_REPOSITORY_BRANCHPOLICY_LIMIT_MERGE_TYPES
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3010,Branch Policies - Protect important branches with required policies,"Enable required branch policies, so that branches cannot be deleted and changes must be made via a pull request. This policy will ensure that best practice policies are required on each repository: Require a minimum number of reviewers, Check for linked work items, Check for comment resolution, Limit merge types, Build Validation policies, Status Check policies, and Automatically included reviewers. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-policies-overview https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-policies https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Branch Policies' section, ensure the important branches have the icon 'Branch has policies' assigned.  6. Click on a branch from the list.  7. Ensure the required policies are turned on and configured to match your standards.",ADO_PROJECT_REPOSITORY_BRANCHPOLICIES_PROTECT_IMPORTANT_BRANCHES_WITH_REQUIRED_POLICIES
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3070,Branch Policies - Require a minimum number of reviewers,"Enable the 'Require a minimum number of reviewers' branch policy, so that every pull request gets reviewed by at least two approvers. This policy will ensure that a minimum number of reviewers have approved a pull request before completion. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices?view=azure-devops#repositories-and-branches https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-policies#require_reviewers https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Branch Policies' section, click on a branch from the list.  6. With the branch selected, under 'Branch Policies' section, turn 'On' the policy 'Require a minimum number of reviewers'.  7. Configure the policy to match your standards and the current policy definition: Minimum number of reviewers: 2, Prohibit the most recent pusher from approving their own changes: ON, When new changes are pushed: ON (Require at least one approval on the last iteration).",ADO_PROJECT_REPOSITORY_BRANCHPOLICY_REQUIRE_MIN_REVIEWERS
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3060,Branch Policies - Require Build Validation,"Enable the 'Build Validation' branch policy, so that you require pull request changes to build successfully before the PR can complete. The build policy evaluates the build results to determine whether the PR can be completed. Build must succeed in order to complete pull requests. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/branch-policies#build-validation https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Branch Policies' section, click on a branch from the list.  6. With the branch selected, under 'Build Validation' section, click on '+' button to add a new build policy.  7. Ensure at least one policy is enabled.",ADO_PROJECT_REPOSITORY_BRANCHPOLICY_REQUIRE_BUILD_VALIDATION
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3170,Disable Forking,"Disable repository forking. The more forks there are, the harder it is to keep track of each fork’s security. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings#enable-forks","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Settings tab.  5. Under 'Repository Settings' section, turn 'Off' the setting 'Forks'.",ADO_PROJECT_REPOSITORY_SETTINGS_DISABLE_FORKING
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS1320,Enable Advanced Security,"Enable Advanced Security for your repository. A shield icon appears in the repository view for any repository with Advanced Security enabled. You can enable Advanced Security at the organization, project, or repository level. To access each of the scanning tools and results, you need to first enable Advanced Security. Advanced Security is billed based on the number of unique active committers across all enabled repositories in your subscription. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/security/configure-github-advanced-security-features",1. Go to Project Settings.  2. Select Repos -> Repositories.  3. Select the repository you want to enable Advanced Security for.  4. Turn 'On' the setting 'Advanced Security'.,ADO_PROJECT_REPOSITORY_ADVANCEDSECURITY_ENABLE_FOR_REPO
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS1330,Enable Advanced Security - Secret Scanning - Block secrets on push,Block secrets on push. Enable secret push protection for your repository. Scan all pushes to the repository and block pushes containing secrets. Secret scanning push protection and repository scanning are automatically enabled when you turn on Advanced Security. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/security/configure-github-advanced-security-features,1. Go to Project Settings.  2. Select Repos -> Repositories.  3. Select the repository you want to enable Advanced Security for.  4. Ensure the setting 'Advanced Security' is 'On'.  5. Enable the check 'Block secrets on push'.,ADO_PROJECT_REPOSITORY_ADVANCEDSECURITY_ENABLE_SECRET_SCANNING_PUSH_PROTECTION
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3110,Repository Policies - Commit author email validation,"Enable the 'Commit author email validation' branch policy, so that you block commits to a repository by commit authors whose email addresses don't match a pattern. This policy will block pushes from including commits where the author email does not match the specified patterns. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#commit-author-email-validation-policy https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Repository Policies' section, turn 'On' the policy 'Commit author email validation' and configure the author email patterns.",ADO_PROJECT_REPOSITORY_REPOPOLICY_COMMIT_AUTHOR_EMAIL_VALIDATION
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3120,Repository Policies - Disable Forks,"Disable the 'Forks' repository policy setting, so that you block users to create forks from this repository. The more forks there are, the harder it is to keep track of each fork’s security. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings#enable-forks","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Settings tab.  5. Under 'Repository Settings' section, turn 'Off' the setting 'Forks'.",ADO_PROJECT_REPOSITORY_REPOPOLICY_DISABLE_FORKS
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,High,DOS3090,Repository Policies - Protect repository with required policies,"Enable required repository policies, so that you enfore default settings and options. This policy will ensure that best practice policies are required on each repository: Commit author email validation, Reserved names, Maximum path length, Maximum file size, and Git repository settings. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#repository-policies-or-options https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Repository Policies' section, ensure the required policies are turned on.",ADO_PROJECT_REPOSITORY_REPOPOLICIES_PROTECT_REPOSITORY_WITH_REQUIRED_POLICIES
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,Medium,DOS3080,Default branch name should be main,The default branch name for all repositories should be 'main'. This policy will ensure naming convention is consistent across each repository. You can change the default branch for a particular repository at any time. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings#default-branch-name https://learn.microsoft.com/en-us/azure/devops/repos/git/change-default-branch,"1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Click on Settings tab.  4. Under 'All Repositories Settings' section, ensure the setting 'Default branch name for new repositories' is 'main'.  5. Navigate to Project -> Repos -> Branches  6. Select a repository from top drop down list.  7. Ensure the 'Default' and 'Compare' labels are for the 'main' branch.",ADO_PROJECT_REPOSITORY_DEFAULTBRANCH_MAIN
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,Medium,DOS3100,Repository Policies - Case enforcement,"Enable the 'Case enforcement' repository policy setting, so that you block contributors from introducing case-only differences. Avoid case-sensitivity conflicts by blocking pushes that change name casing on files, folders, branches, and tags. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#case-enforcement-policy https://learn.microsoft.com/en-us/azure/devops/repos/git/os-compatibility https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Repository Policies' section, turn 'On' the policy 'Case enforcement'.",ADO_PROJECT_REPOSITORY_REPOPOLICY_CASE_ENFORCEMENT
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,Medium,DOS3130,Repository Policies - Maximum file size (10 MB),"Enable the 'Maximum file size' repository policy setting, so that you block files over a certain size from entering the repository. This policy will reject pushes to a repository for files which exceed the specified size. Block pushes that contain new or updated files larger than this limit. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#maximum-file-size-policy https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Repository Policies' section, turn 'On' the policy 'Maximum file size' and select the (10 MB) value from the drop down list.",ADO_PROJECT_REPOSITORY_REPOPOLICY_MAXIMUM_FILE_SIZE
